No.,Planet Name,Planet Host,Num Stars,Num Planets,Discovery Method,Discovery Year,Discovery Facility,Orbital Period Days,Orbit Semi-Major Axis,Mass,Eccentricity,Insolation Flux,Equilibrium Temperature,Spectral Type,Stellar Effective Temperature,Stellar Radius,Stellar Mass,Stellar Metallicity,Stellar Metallicity Ratio,Stellar Surface Gravity,Distance,Gaia Magnitude
2508,Kepler-1667 b,Kepler-1667,1,1,Transit,2020,Kepler,83.5781,,,,,,,5941.54,1.09,1.09,-0.26,[M/H],4.4,626.819,13.4461
2509,Kepler-1668 b,Kepler-1668,1,1,Transit,2020,Kepler,15.434,,,,,,,5542,1.02,0.98,,,4.41,1335.64,15.6767
2510,Kepler-1669 b,Kepler-1669,1,1,Transit,2020,Kepler,9.51216,,,,,,,4303,0.71,0.67,,,4.56,543.444,15.9088
2511,Kepler-167 b,Kepler-167,2,4,Transit,2014,Kepler,4.3931632,0.0483,,0,115.8,914,K4,4890,0.73,0.77,-0.03,[Fe/H],4.61,341.908,14.0004
2512,Kepler-167 c,Kepler-167,2,4,Transit,2014,Kepler,7.406114,0.0684,,0,57.7,768,K4,4890,0.73,0.77,-0.03,[Fe/H],4.61,341.908,14.0004
2513,Kepler-167 d,Kepler-167,2,4,Transit,2016,Kepler,21.803855,0.1405,,0.12,13.68,536,K4,4890,0.73,0.77,-0.03,[Fe/H],4.61,341.908,14.0004
2514,Kepler-167 e,Kepler-167,2,4,Transit,2016,Kepler,1071.23228,1.89,,0.062,0.07,131,K4,4890,0.73,0.77,-0.03,[Fe/H],4.61,341.908,14.0004
2515,Kepler-1670 b,Kepler-1670,1,1,Transit,2020,Kepler,20.4998,,,,,,,5838,1.52,1.05,,,4.1,2065.98,15.42
2516,Kepler-1671 b,Kepler-1671,1,1,Transit,2020,Kepler,4.16787,,,,,,,5135.55,0.93,0.87,0.25,[M/H],4.44,357.059,13.2783
2517,Kepler-1672 b,Kepler-1672,1,1,Transit,2020,Kepler,150.878,,,,,,,6131.95,1.09,1.16,-0.25,[M/H],4.43,391.181,12.3961
2518,Kepler-1673 b,Kepler-1673,1,1,Transit,2020,Kepler,33.7888,,,,,,,6014.95,1.13,1.11,0.228,[M/H],4.38,727.187,13.5988
2519,Kepler-1674 b,Kepler-1674,1,1,Transit,2020,Kepler,62.5611,,,,,,,5473.91,0.88,0.96,0.056,[M/H],4.53,1012.48,15.4779
2520,Kepler-1675 b,Kepler-1675,1,1,Transit,2020,Kepler,63.0382,,,,,,,5853.19,1.13,1.06,0.254,[M/H],4.36,651.117,13.5535
2521,Kepler-1676 b,Kepler-1676,1,1,Transit,2020,Kepler,29.9221,,,,,,,5878.3,1.06,,0.135,[M/H],,,
2522,Kepler-1677 b,Kepler-1677,1,1,Transit,2020,Kepler,22.064,,,,,,,6013.72,1.25,1.11,0.108,[M/H],4.29,735.369,13.644
2523,Kepler-1678 b,Kepler-1678,1,1,Transit,2020,Kepler,147.974,,,,,,,5754,0.83,1.03,,,4.61,847.339,14.9068
2524,Kepler-1679 b,Kepler-1679,1,1,Transit,2020,Kepler,9.75376,,,,,,,5501,0.87,0.96,,,4.54,909.28,15.1144
2525,Kepler-168 b,Kepler-168,1,2,Transit,2014,Kepler,4.425391,0.056,,,,,,6282,1.11,,,,4.42,1343.6,14.6046
2526,Kepler-168 c,Kepler-168,1,2,Transit,2014,Kepler,13.193242,0.116,,,,,,6282,1.11,,,,4.42,1343.6,14.6046
2527,Kepler-1680 b,Kepler-1680,1,1,Transit,2020,Kepler,8.77424,,,,,,,5021,0.72,0.83,,,4.64,310.315,13.6931
2528,Kepler-1681 b,Kepler-1681,1,1,Transit,2020,Kepler,69.8956,,,,,,,5756.4,,,0.106,[M/H],,758.3,14.5565
2529,Kepler-1682 b,Kepler-1682,1,1,Transit,2020,Kepler,14.8334,,,,,,,5619.12,0.84,0.99,-0.048,[M/H],4.58,1159.85,15.678
2530,Kepler-1683 b,Kepler-1683,1,1,Transit,2020,Kepler,15.0337,,,,,,,5429,0.9,0.95,,,4.51,733.143,14.8429
2531,Kepler-1684 b,Kepler-1684,1,1,Transit,2020,Kepler,47.7055,,,,,,,4706.54,0.67,0.75,0.127,[M/H],4.67,621.996,15.765
2532,Kepler-1685 b,Kepler-1685,1,1,Transit,2020,Kepler,20.4905,,,,,,,5484,0.84,0.96,,,4.58,1141.89,15.906
2533,Kepler-1686 b,Kepler-1686,1,1,Transit,2020,Kepler,9.30987,,,,,,,5714.96,1.2,1.02,0.077,[M/H],4.29,729.823,13.7519
2534,Kepler-1687 b,Kepler-1687,1,1,Transit,2020,Kepler,5.77954,,,,,,,4132,0.73,0.65,,,4.53,417.014,15.473
2535,Kepler-1688 b,Kepler-1688,1,1,Transit,2020,Kepler,5.62012,,,,,,,4632.11,,,-0.046,[M/H],,,13.9862
2536,Kepler-1689 b,Kepler-1689,1,1,Transit,2020,Kepler,8.483,,,,,,,5731.43,1,1.02,-0.146,[M/H],4.45,294.122,12.1077
2537,Kepler-169 b,Kepler-169,1,5,Transit,2014,Kepler,3.250619,0.04,,,,,,4997,0.76,,,,4.58,406.529,14.1617
2538,Kepler-169 c,Kepler-169,1,5,Transit,2014,Kepler,6.195469,0.062,,,,,,4997,0.76,,,,4.58,406.529,14.1617
2539,Kepler-169 d,Kepler-169,1,5,Transit,2014,Kepler,8.348125,0.075,,,,,,4997,0.76,,,,4.58,406.529,14.1617
2540,Kepler-169 e,Kepler-169,1,5,Transit,2014,Kepler,13.767102,0.105,,,,,,4997,0.76,,,,4.58,406.529,14.1617
2541,Kepler-169 f,Kepler-169,1,5,Transit,2014,Kepler,87.090195,0.359,,,,,,4997,0.76,,,,4.58,406.529,14.1617
2542,Kepler-1690 b,Kepler-1690,1,1,Transit,2020,Kepler,234.636,,,,,,,5404,0.86,0.94,,,4.54,703.789,14.6417
2543,Kepler-1691 b,Kepler-1691,1,1,Transit,2020,Kepler,3.8482,,,,,,,6000,1.13,1.11,,,4.38,1267.67,14.8807
2544,Kepler-1692 b,Kepler-1692,1,1,Transit,2020,Kepler,5.95966,,,,,,,5146,0.87,0.87,,,4.5,591.019,14.5049
2545,Kepler-1693 b,Kepler-1693,1,1,Transit,2020,Kepler,12.0999,,,,,,,5432.34,0.88,0.95,0.026,[M/H],4.53,760.065,14.7438
2546,Kepler-1694 b,Kepler-1694,1,1,Transit,2020,Kepler,3.89526,,,,,,,4954,0.76,0.82,,,4.59,513.329,14.7519
2547,Kepler-1695 b,Kepler-1695,1,1,Transit,2020,Kepler,4.7329,,,,,,,5473.19,0.99,0.96,-0.035,[M/H],4.43,791.175,14.6234
2548,Kepler-1696 b,Kepler-1696,1,1,Transit,2020,Kepler,65.9409,,,,,,,5712,1.2,1.02,,,4.29,1506.36,15.4879
2549,Kepler-1697 b,Kepler-1697,1,1,Transit,2020,Kepler,33.4969,,,,,,,4681.53,0.77,0.75,0.034,[M/H],4.54,247.771,13.3622
2550,Kepler-1698 b,Kepler-1698,1,1,Transit,2020,Kepler,1.2107,,,,,,,4975.03,0.74,0.82,0.08,[M/H],4.61,222.345,12.8761
2551,Kepler-1699 b,Kepler-1699,1,1,Transit,2020,Kepler,3.49082,,,,,,,5575.53,,,0.225,[M/H],,818.759,14.6614
2552,Kepler-17 b,Kepler-17,1,1,Transit,2011,Kepler,1.4857108,0.02591,778.65,0.011,,1570,,5781,1.01,1.04,0.26,[M/H],4.45,720.753,14.1311
2553,Kepler-170 b,Kepler-170,1,2,Transit,2014,Kepler,7.930592,0.08,,,,,,5679,1.03,,,,4.45,738.657,14.3469
2554,Kepler-170 c,Kepler-170,1,2,Transit,2014,Kepler,16.665863,0.131,,,,,,5679,1.03,,,,4.45,738.657,14.3469
2555,Kepler-1700 b,Kepler-1700,1,1,Transit,2020,Kepler,234.239,,,,,,,6031,1.09,1.12,,,4.41,717.597,13.6285
2556,Kepler-1701 b,Kepler-1701,1,1,Transit,2020,Kepler,169.134,,,,,,,5146,0.84,0.87,0.03,[M/H],4.53,584.142,14.5504
2557,Kepler-1702 b,Kepler-1702,1,1,Transit,2020,Kepler,18.5012,,,,,,,5093,0.73,0.85,,,4.65,857.14,15.7743
2558,Kepler-1704 b,Kepler-1704,1,1,Transit,2013,Kepler,988.88113,2.026,1318.98789,0.921,0.34,254,,5745,1.7,1.13,0.196,[Fe/H],4.03,835.455,13.2514
2559,Kepler-171 b,Kepler-171,1,3,Transit,2014,Kepler,4.166972,0.05,,,,,,5642,0.84,,,,4.57,863.855,14.9053
2560,Kepler-171 c,Kepler-171,1,3,Transit,2014,Kepler,11.463462,0.098,,,,,,5642,0.84,,,,4.57,863.855,14.9053
2561,Kepler-171 d,Kepler-171,1,3,Transit,2014,Kepler,39.595519,0.223,,,,,,5642,0.84,,,,4.57,863.855,14.9053
2562,Kepler-172 b,Kepler-172,1,4,Transit,2014,Kepler,2.940309,0.04,,,,,,5526,1.08,,,,4.38,828.592,14.5369
2563,Kepler-172 c,Kepler-172,1,4,Transit,2014,Kepler,6.388996,0.068,,,,,,5526,1.08,,,,4.38,828.592,14.5369
2564,Kepler-172 d,Kepler-172,1,4,Transit,2014,Kepler,14.627119,0.118,,,,,,5526,1.08,,,,4.38,828.592,14.5369
2565,Kepler-172 e,Kepler-172,1,4,Transit,2014,Kepler,35.118736,0.211,,,,,,5526,1.08,,,,4.38,828.592,14.5369
2566,Kepler-173 b,Kepler-173,1,2,Transit,2014,Kepler,4.263742,0.048,,,,,,6031,0.95,,,,4.4,833.165,14.2578
2567,Kepler-173 c,Kepler-173,1,2,Transit,2014,Kepler,8.005777,0.074,,,,,,6031,0.95,,,,4.4,833.165,14.2578
2568,Kepler-174 b,Kepler-174,1,3,Transit,2014,Kepler,13.98179,0.1,,,,,,4880,0.62,,,,4.68,384.757,14.2858
2569,Kepler-174 c,Kepler-174,1,3,Transit,2014,Kepler,44.000529,0.214,,,,,,4880,0.62,,,,4.68,384.757,14.2858
2570,Kepler-174 d,Kepler-174,1,3,Transit,2014,Kepler,247.35373,0.677,,,,,,4880,0.62,,,,4.68,384.757,14.2858
2571,Kepler-175 b,Kepler-175,1,2,Transit,2014,Kepler,11.903515,0.105,,,,,,6064,1.01,,,,4.47,1312.34,14.9115
2572,Kepler-175 c,Kepler-175,1,2,Transit,2014,Kepler,34.035257,0.213,,,,,,6064,1.01,,,,4.47,1312.34,14.9115
2573,Kepler-176 b,Kepler-176,1,4,Transit,2014,Kepler,5.433074,0.058,,,,,,5232,0.89,,,,4.47,527.321,14.5446
2574,Kepler-176 c,Kepler-176,1,4,Transit,2014,Kepler,12.759712,0.102,,,,,,5232,0.89,,,,4.47,527.321,14.5446
2575,Kepler-176 d,Kepler-176,1,4,Transit,2014,Kepler,25.751974,0.163,,,,,,5232,0.89,,,,4.47,527.321,14.5446
2576,Kepler-176 e,Kepler-176,1,4,Transit,2016,Kepler,51.16579,,,,,,,5295,0.83,0.87,0.03,[Fe/H],4.55,527.321,14.5446
2577,Kepler-177 b,Kepler-177,1,2,Transit,2013,Kepler,36.8601,,5.84,0,30.4,,,5732,1.32,0.92,-0.11,[Fe/H],4.1,1435.44,14.9414
2578,Kepler-177 c,Kepler-177,1,2,Transit,2013,Kepler,49.40926,,14.7,0,25.4,,,5732,1.32,0.92,-0.11,[Fe/H],4.1,1435.44,14.9414
2579,Kepler-178 b,Kepler-178,1,3,Transit,2014,Kepler,9.576694,0.085,,,,,,5676,1.07,,,,4.33,716.025,14.5782
2580,Kepler-178 c,Kepler-178,1,3,Transit,2014,Kepler,20.552802,0.142,,,,,,5676,1.07,,,,4.33,716.025,14.5782
2581,Kepler-178 d,Kepler-178,1,3,Transit,2014,Kepler,96.678988,0.397,,,,,,5676,1.07,,,,4.33,716.025,14.5782
2582,Kepler-179 b,Kepler-179,1,2,Transit,2014,Kepler,2.735926,0.036,,,,,,5302,0.76,,,,4.61,605.68,14.6031
2583,Kepler-179 c,Kepler-179,1,2,Transit,2014,Kepler,6.40013,0.064,,,,,,5302,0.76,,,,4.61,605.68,14.6031
2584,Kepler-18 b,Kepler-18,1,3,Transit,2011,Kepler,3.504725,0.0447,6.9,0,,,,5345,1.11,0.97,0.19,[Fe/H],4.31,433.047,13.5393
2585,Kepler-18 c,Kepler-18,1,3,Transit,2011,Kepler,7.64159,0.0752,17.3,0,,,,5345,1.11,0.97,0.19,[Fe/H],4.31,433.047,13.5393
2586,Kepler-18 d,Kepler-18,1,3,Transit,2011,Kepler,14.85888,0.1172,16.4,0,,,,5345,1.11,0.97,0.19,[Fe/H],4.31,433.047,13.5393
2587,Kepler-180 b,Kepler-180,1,2,Transit,2014,Kepler,13.817124,0.109,,,,,,5731,1.06,,,,4.34,695.65,14.325
2588,Kepler-180 c,Kepler-180,1,2,Transit,2014,Kepler,41.885775,0.229,,,,,,5731,1.06,,,,4.34,695.65,14.325
2589,Kepler-181 b,Kepler-181,1,2,Transit,2014,Kepler,3.137873,0.04,,,,,,5333,0.75,,,,4.62,609.283,14.7137
2590,Kepler-181 c,Kepler-181,1,2,Transit,2014,Kepler,4.302149,0.049,,,,,,5333,0.75,,,,4.62,609.283,14.7137
2591,Kepler-182 b,Kepler-182,1,2,Transit,2014,Kepler,9.825792,0.096,,,,,,6250,1.15,,,,4.4,1549.09,14.8737
2592,Kepler-182 c,Kepler-182,1,2,Transit,2014,Kepler,20.684342,0.157,,,,,,6250,1.15,,,,4.4,1549.09,14.8737
2593,Kepler-183 b,Kepler-183,1,2,Transit,2014,Kepler,5.687945,0.064,,,,,,5888,0.96,,,,4.5,1050.64,14.8934
2594,Kepler-183 c,Kepler-183,1,2,Transit,2014,Kepler,11.637071,0.103,,,,,,5888,0.96,,,,4.5,1050.64,14.8934
2595,Kepler-184 b,Kepler-184,1,3,Transit,2014,Kepler,10.687576,0.092,,,,,,5788,0.87,,,,4.51,610.326,14.3115
2596,Kepler-184 c,Kepler-184,1,3,Transit,2014,Kepler,20.303005,0.141,,,,,,5788,0.87,,,,4.51,610.326,14.3115
2597,Kepler-184 d,Kepler-184,1,3,Transit,2014,Kepler,29.022358,0.179,,,,,,5788,0.87,,,,4.51,610.326,14.3115
2598,Kepler-185 b,Kepler-185,1,2,Transit,2014,Kepler,1.6329,0.026,,,,,,5208,0.81,,,,4.54,466.735,14.4426
2599,Kepler-185 c,Kepler-185,1,2,Transit,2014,Kepler,20.729042,0.139,,,,,,5208,0.81,,,,4.54,466.735,14.4426
2600,Kepler-186 b,Kepler-186,1,5,Transit,2014,Kepler,3.8867907,0.0343,,,,,M1,3788,0.47,0.48,-0.28,[Me/H],4.77,177.594,14.5994
2601,Kepler-186 c,Kepler-186,1,5,Transit,2014,Kepler,7.267302,0.0451,,,,,M1,3788,0.47,0.48,-0.28,[Me/H],4.77,177.594,14.5994
2602,Kepler-186 d,Kepler-186,1,5,Transit,2014,Kepler,13.342996,0.0781,,,,,M1,3788,0.47,0.48,-0.28,[Me/H],4.77,177.594,14.5994
2603,Kepler-186 e,Kepler-186,1,5,Transit,2014,Kepler,22.407704,0.11,,,,,M1,3788,0.47,0.48,-0.28,[Me/H],4.77,177.594,14.5994
2604,Kepler-186 f,Kepler-186,1,5,Transit,2014,Kepler,129.9441,0.432,,0.04,0.3,,,3755,0.52,0.54,-0.26,[Fe/H],4.74,177.594,14.5994
2605,Kepler-187 b,Kepler-187,1,2,Transit,2014,Kepler,4.938864,0.059,,,,,,6105,1.29,,,,4.27,1143,14.1753
2606,Kepler-187 c,Kepler-187,1,2,Transit,2014,Kepler,10.640263,0.099,,,,,,6105,1.29,,,,4.27,1143,14.1753
2607,Kepler-188 b,Kepler-188,1,2,Transit,2014,Kepler,2.061897,0.032,,,,,,6021,1.14,,,,4.35,968.544,14.6336
2608,Kepler-188 c,Kepler-188,1,2,Transit,2014,Kepler,5.996553,0.066,,,,,,6021,1.14,,,,4.35,968.544,14.6336
2609,Kepler-189 b,Kepler-189,1,2,Transit,2014,Kepler,10.399931,0.088,,,,,,5235,0.75,,,,4.62,591.534,14.8213
2610,Kepler-189 c,Kepler-189,1,2,Transit,2014,Kepler,20.134866,0.137,,,,,,5235,0.75,,,,4.62,591.534,14.8213
2611,Kepler-19 b,Kepler-19,1,3,Transit,2011,Kepler,9.28716,,8.4,0.12,,,,5544,0.86,0.94,-0.08,[Fe/H],4.51,218.562,11.8763
2612,Kepler-19 c,Kepler-19,1,3,Transit Timing Variations,2011,Kepler,28.731,,13.1,0.21,,,,5544,0.86,0.94,-0.08,[Fe/H],4.51,218.562,11.8763
2613,Kepler-19 d,Kepler-19,1,3,Radial Velocity,2017,Roque de los Muchachos Observatory,62.95,,22.5,0.05,,,,5544,0.86,0.94,-0.08,[Fe/H],4.51,218.562,11.8763
2614,Kepler-190 b,Kepler-190,1,2,Transit,2014,Kepler,2.019999,0.03,,,,,,5106,0.8,,,,4.56,433.387,14.1175
2615,Kepler-190 c,Kepler-190,1,2,Transit,2014,Kepler,3.763024,0.045,,,,,,5106,0.8,,,,4.56,433.387,14.1175
2616,Kepler-191 b,Kepler-191,1,3,Transit,2014,Kepler,9.939632,0.087,,,,,,5282,0.79,,,,4.59,594.464,14.7758
2617,Kepler-191 c,Kepler-191,1,3,Transit,2014,Kepler,17.738506,0.128,,,,,,5282,0.79,,,,4.59,594.464,14.7758
2618,Kepler-191 d,Kepler-191,1,3,Transit,2016,Kepler,5.94504102,,,,,,,5215,0.8,0.84,-0.05,[Fe/H],4.56,594.464,14.7758
2619,Kepler-192 b,Kepler-192,1,3,Transit,2014,Kepler,9.926746,0.09,,,,,,5479,1.01,,,,4.43,651.674,14.1039
2620,Kepler-192 c,Kepler-192,1,3,Transit,2014,Kepler,21.2234,0.15,,,,,,5479,1.01,,,,4.43,651.674,14.1039
2621,Kepler-192 d,Kepler-192,1,3,Transit,2016,Kepler,6.47027579,,,,,,,5487,0.94,0.94,0.13,[Fe/H],4.46,651.674,14.1039
2622,Kepler-193 b,Kepler-193,1,2,Transit,2014,Kepler,11.38848,0.106,,,,,,6335,1.15,,,,4.4,1009.1,14.596
2623,Kepler-193 c,Kepler-193,1,2,Transit,2014,Kepler,50.697494,0.286,,,,,,6335,1.15,,,,4.4,1009.1,14.596
2624,Kepler-194 b,Kepler-194,1,3,Transit,2014,Kepler,2.092281,0.032,,,,,,6089,1.02,,,,4.42,1097.97,14.9117
2625,Kepler-194 c,Kepler-194,1,3,Transit,2014,Kepler,17.308032,0.131,,,,,,6089,1.02,,,,4.42,1097.97,14.9117
2626,Kepler-194 d,Kepler-194,1,3,Transit,2014,Kepler,52.814973,0.275,,,,,,6089,1.02,,,,4.42,1097.97,14.9117
2627,Kepler-195 b,Kepler-195,1,2,Transit,2014,Kepler,8.307872,0.077,,,,,,5329,0.78,,,,4.6,652.051,14.7989
2628,Kepler-195 c,Kepler-195,1,2,Transit,2014,Kepler,34.096863,0.197,,,,,,5329,0.78,,,,4.6,652.051,14.7989
2629,Kepler-196 b,Kepler-196,1,2,Transit,2014,Kepler,20.739886,0.138,,,,,,5128,0.78,,,,4.57,451.312,14.1033
2630,Kepler-196 c,Kepler-196,1,2,Transit,2014,Kepler,47.427737,0.24,,,,,,5128,0.78,,,,4.57,451.312,14.1033
2631,Kepler-197 b,Kepler-197,2,4,Transit,2014,Kepler,5.599308,0.06,,,,,,6004,1.12,,,,4.3,330.575,11.78
2632,Kepler-197 c,Kepler-197,2,4,Transit,2014,Kepler,10.349695,0.09,,,,,,6004,1.12,,,,4.3,330.575,11.78
2633,Kepler-197 d,Kepler-197,2,4,Transit,2014,Kepler,15.677563,0.119,,,,,,6004,1.12,,,,4.3,330.575,11.78
2634,Kepler-197 e,Kepler-197,2,4,Transit,2014,Kepler,25.209715,0.164,,,,,,6004,1.12,,,,4.3,330.575,11.78
2635,Kepler-198 b,Kepler-198,1,3,Transit,2014,Kepler,17.790037,0.131,,,,,,5574,0.94,,,,4.47,495.358,13.5662
2636,Kepler-198 c,Kepler-198,1,3,Transit,2014,Kepler,49.567416,0.259,,,,,,5574,0.94,,,,4.47,495.358,13.5662
2637,Kepler-198 d,Kepler-198,1,3,Transit,2016,Kepler,1.31184443,,,,,,,5636,0.93,0.97,0.04,[Fe/H],4.49,495.358,13.5662
2638,Kepler-199 b,Kepler-199,1,2,Transit,2014,Kepler,23.637604,0.158,,,,,,5644,0.97,,,,4.44,521.054,13.5973
2639,Kepler-199 c,Kepler-199,1,2,Transit,2014,Kepler,67.093408,0.316,,,,,,5644,0.97,,,,4.44,521.054,13.5973
2640,Kepler-20 b,Kepler-20,2,6,Transit,2011,Kepler,3.69611525,0.0463,9.7,0.03,,1105,,5495,0.96,0.95,0.07,[m/H],4.45,282.563,12.4535
2641,Kepler-20 c,Kepler-20,2,6,Transit,2011,Kepler,10.85409089,0.0949,12.75,0.16,,772,,5495,0.96,0.95,0.07,[m/H],4.45,282.563,12.4535
2642,Kepler-20 d,Kepler-20,2,6,Transit,2011,Kepler,77.61130017,0.3506,10.07,,,401,,5495,0.96,0.95,0.07,[m/H],4.45,282.563,12.4535
2643,Kepler-20 e,Kepler-20,2,6,Transit,2011,Kepler,6.09852281,0.0639,,,,,,5495,0.96,0.95,0.07,[m/H],4.45,282.563,12.4535
2644,Kepler-20 f,Kepler-20,2,6,Transit,2011,Kepler,19.57758478,0.1396,,,,,,5495,0.96,0.95,0.07,[m/H],4.45,282.563,12.4535
2645,Kepler-20 g,Kepler-20,2,6,Radial Velocity,2016,Multiple Observatories,34.94,0.2055,19.96,0.15,,524,,5495,0.96,0.95,0.07,[m/H],4.45,282.563,12.4535
2646,Kepler-200 b,Kepler-200,1,2,Transit,2014,Kepler,8.594805,0.08,,,,,,5678,0.94,,,,4.45,665.912,13.9518
2647,Kepler-200 c,Kepler-200,1,2,Transit,2014,Kepler,10.222157,0.09,,,,,,5678,0.94,,,,4.45,665.912,13.9518
2648,Kepler-201 b,Kepler-201,1,2,Transit,2014,Kepler,25.672083,0.175,,,,,,6065,1.23,,,,4.29,636.445,12.9199
2649,Kepler-201 c,Kepler-201,1,2,Transit,2014,Kepler,151.884058,0.573,,,,,,6065,1.23,,,,4.29,636.445,12.9199
2650,Kepler-202 b,Kepler-202,1,2,Transit,2014,Kepler,4.069427,0.045,,,,,,4668,0.67,,,,4.65,285.111,13.8433
2651,Kepler-202 c,Kepler-202,1,2,Transit,2014,Kepler,16.282493,0.113,,,,,,4668,0.67,,,,4.65,285.111,13.8433
2652,Kepler-203 b,Kepler-203,1,3,Transit,2014,Kepler,3.162697,0.043,,,,,,5821,1.11,,,,4.36,703.302,13.9421
2653,Kepler-203 c,Kepler-203,1,3,Transit,2014,Kepler,5.370647,0.061,,,,,,5821,1.11,,,,4.36,703.302,13.9421
2654,Kepler-203 d,Kepler-203,1,3,Transit,2014,Kepler,11.32972,0.1,,,,,,5821,1.11,,,,4.36,703.302,13.9421
2655,Kepler-204 b,Kepler-204,1,2,Transit,2014,Kepler,14.400974,0.117,,,,,,5812,1.24,,,,4.27,686.723,13.8745
2656,Kepler-204 c,Kepler-204,1,2,Transit,2014,Kepler,25.660593,0.173,,,,,,5812,1.24,,,,4.27,686.723,13.8745
2657,Kepler-205 b,Kepler-205,1,2,Transit,2014,Kepler,2.75564,0.032,,,,,,4321,0.55,,,,4.74,159.72,13.4947
2658,Kepler-205 c,Kepler-205,1,2,Transit,2014,Kepler,20.306546,0.122,,,,,,4321,0.55,,,,4.74,159.72,13.4947
2659,Kepler-206 b,Kepler-206,1,3,Transit,2014,Kepler,7.781987,0.078,,,,,,5764,1.19,,,,4.31,594.447,13.4609
2660,Kepler-206 c,Kepler-206,1,3,Transit,2014,Kepler,13.137471,0.111,,,,,,5764,1.19,,,,4.31,594.447,13.4609
2661,Kepler-206 d,Kepler-206,1,3,Transit,2014,Kepler,23.44281,0.163,,,,,,5764,1.19,,,,4.31,594.447,13.4609
2662,Kepler-207 b,Kepler-207,1,3,Transit,2014,Kepler,1.611865,0.029,,,,,,5920,1.59,,,,4.13,875.519,13.1671
2663,Kepler-207 c,Kepler-207,1,3,Transit,2014,Kepler,3.071571,0.044,,,,,,5920,1.59,,,,4.13,875.519,13.1671
2664,Kepler-207 d,Kepler-207,1,3,Transit,2014,Kepler,5.868075,0.068,,,,,,5920,1.59,,,,4.13,875.519,13.1671
2665,Kepler-208 b,Kepler-208,1,4,Transit,2014,Kepler,4.22864,0.054,,,,,,6092,1.31,,,,4.26,775.328,13.5376
2666,Kepler-208 c,Kepler-208,1,4,Transit,2014,Kepler,7.466623,0.079,,,,,,6092,1.31,,,,4.26,775.328,13.5376
2667,Kepler-208 d,Kepler-208,1,4,Transit,2014,Kepler,11.131786,0.103,,,,,,6092,1.31,,,,4.26,775.328,13.5376
2668,Kepler-208 e,Kepler-208,1,4,Transit,2014,Kepler,16.259458,0.132,,,,,,6092,1.31,,,,4.26,775.328,13.5376
2669,Kepler-209 b,Kepler-209,1,2,Transit,2014,Kepler,16.087845,0.122,,,,,,5513,0.94,,,,4.47,576.946,13.9517
2670,Kepler-209 c,Kepler-209,1,2,Transit,2014,Kepler,41.749882,0.231,,,,,,5513,0.94,,,,4.47,576.946,13.9517
2671,Kepler-21 b,Kepler-21,2,1,Transit,2012,Kepler,2.78578,0.042717,5.08,0.02,,2025,,6305,1.9,1.41,-0.03,[Fe/H],4.03,108.522,8.12832
2672,Kepler-210 b,Kepler-210,1,2,Transit,2014,Kepler,2.453234,0.032,,,,,,4559,0.65,,,,4.66,232.75,13.8043
2673,Kepler-210 c,Kepler-210,1,2,Transit,2014,Kepler,7.972513,0.07,,,,,,4559,0.65,,,,4.66,232.75,13.8043
2674,Kepler-211 b,Kepler-211,1,2,Transit,2014,Kepler,4.138575,0.048,,,,,,5123,0.82,,,,4.55,309.353,13.2732
2675,Kepler-211 c,Kepler-211,1,2,Transit,2014,Kepler,6.04045,0.062,,,,,,5123,0.82,,,,4.55,309.353,13.2732
2676,Kepler-212 b,Kepler-212,1,2,Transit,2014,Kepler,16.257582,0.133,,,,,,5852,1.46,,,,4.18,687.194,12.9872
2677,Kepler-212 c,Kepler-212,1,2,Transit,2014,Kepler,31.805174,0.207,,,,,,5852,1.46,,,,4.18,687.194,12.9872
2678,Kepler-213 b,Kepler-213,1,2,Transit,2014,Kepler,2.46236,0.036,,,,,,5696,1.2,,,,4.31,634.939,13.6023
2679,Kepler-213 c,Kepler-213,1,2,Transit,2014,Kepler,4.822962,0.057,,,,,,5696,1.2,,,,4.31,634.939,13.6023
2680,Kepler-214 b,Kepler-214,1,2,Transit,2014,Kepler,15.660544,0.13,,,,,,6169,1.35,,,,4.25,1208.44,13.9058
2681,Kepler-214 c,Kepler-214,1,2,Transit,2014,Kepler,28.7798,0.194,,,,,,6169,1.35,,,,4.25,1208.44,13.9058
2682,Kepler-215 b,Kepler-215,1,4,Transit,2014,Kepler,9.360672,0.084,,,,,,5739,1.03,,,,4.36,485.997,13.5549
2683,Kepler-215 c,Kepler-215,1,4,Transit,2014,Kepler,14.667108,0.113,,,,,,5739,1.03,,,,4.36,485.997,13.5549
2684,Kepler-215 d,Kepler-215,1,4,Transit,2014,Kepler,30.864423,0.185,,,,,,5739,1.03,,,,4.36,485.997,13.5549
2685,Kepler-215 e,Kepler-215,1,4,Transit,2014,Kepler,68.16101,0.314,,,,,,5739,1.03,,,,4.36,485.997,13.5549
2686,Kepler-216 b,Kepler-216,1,2,Transit,2014,Kepler,7.693641,0.079,,,,,,6091,1.26,,,,4.28,1187.47,13.9607
2687,Kepler-216 c,Kepler-216,1,2,Transit,2014,Kepler,17.406669,0.136,,,,,,6091,1.26,,,,4.28,1187.47,13.9607
2688,Kepler-217 b,Kepler-217,1,3,Transit,2014,Kepler,5.374943,0.065,,,,,,6171,1.8,,,,4.03,1104.64,13.1207
